name,location,city,district,address,latitude,longitude,telephone
臺北捷運信義安和站R04,車站大廳詢問處旁,台北市,大安區,信義路4段212之1號,25.033128,121.552768,02-21812345
臺北捷運芝山站R17,捷運淡水線芝山站1號出口詢問處旁(付費區),台北市,士林區,福國路70號,25.103060,121.522514,02-21812345
臺北捷運萬芳醫院站BR04,捷運萬芳醫院站3樓大廳,台北市,文山區,興隆路3段113號,24.999386,121.558152,(02)27828660#3039
臺北捷運忠孝敦化站BL16,東側大廳,台北市,大安區,忠孝東路4段182號B1,25.041498,121.551050,02-2550-5600#6108
臺北捷運市政府站BL18,東側大廳,台北市,信義區,忠孝東路5段2號B1,25.041192,121.565172,02-2550-5600#6108
基督教台灣浸會神學院,二號辦公室,台北市,信義區,吳興街394巷1號,25.023742,121.566763,02-2723-8197
台灣高速鐵路(股)公司-台北車站,B1西進候車區,台北市,中正區,北平西路3號,25.047924,121.517081,03-2623000ext29119
台北市河濱自行車租借站景福站,景福租借站內,台北市,中正區,自來水園區公館水岸廣場上(思源路底)永福橋旁,25.011213,121.528235,0977320538
中華學校財團法人中華科技大學,榮華樓入口右側,台北市,南港區,研究院路三段245號,25.032871,121.610351,02-27821862轉131
台灣高速鐵路公司,3號車列車長室(6.7車間),台北市,南港區,經貿二路66號,25.057297,121.616470,07-960-1000
台灣高速鐵路公司,5號車列車長室(6.7車間),台北市,南港區,經貿二路66號,25.057297,121.616470,07-960-1000
台灣高速鐵路公司,8號車列車長室(6.7車間),台北市,南港區,經貿二路66號,25.057297,121.616470,07-960-1000
台灣高速鐵路公司,10號車列車長室(6.7車間),台北市,南港區,經貿二路66號,25.057297,121.616470,07-960-1000
台灣高速鐵路公司,22號車列車長室(6.7車間),台北市,南港區,經貿二路66號,25.057297,121.616470,07-960-1000
台灣高速鐵路公司,33號車列車長室(6.7車間),台北市,南港區,經貿二路66號,25.057297,121.616470,07-960-1000
台灣高速鐵路公司,18號車列車長室(6.7車間),台北市,南港區,經貿二路66號,25.057297,121.616470,07-960-1000
台灣高速鐵路公司,21號車列車長室(6.7車間),台北市,南港區,經貿二路66號,25.057297,121.616470,07-960-1000
長庚生技身心靈轉化中心,健身房入口,台北市,松山區,民生東路4段54號1樓,25.057665,121.551118,0935955098
大葉高島屋百貨股份有限公司,1F忠誠服務台旁,台北市,士林區,忠誠路2段55號,25.111857,121.531367,(02)2838-9951
臺北市內湖區麗湖國民小學,1樓健康中心旁,台北市,內湖區,金湖路363巷8號,25.072992,121.601146,26343888-199
國立台北商業大學,衛生保健組,台北市,中正區,濟南路1段321號,25.041975,121.525680,02-23226095
國立臺灣科學教育館,本館1樓服務台旁,台北市,士林區,士商路189號,25.095757,121.516602,66101234*1706
吸引力生活事業股份有限公司 ATT 4 FUN,ATT 4 FUN B2F,台北市,信義區,松壽路12號,25.035666,121.566075,(02)8780-8111#7502
太平洋崇光百貨股份有限公司復興分公司,SOGO復興店B2樓服務台前,台北市,大安區,忠孝東路3段300號,25.041029,121.543148,0277135555#8754
全聯實業股份有限公司(大直總部),1樓電梯口旁走廊,台北市,中山區,敬業四路31、33號1樓,25.080760,121.557519,0910901287
臺北捷運象山站R02,車站大廳親子/無障礙廁所旁,台北市,信義區,信義路5段152號,25.032806,121.570260,02-21812345
臺北捷運臺大醫院站R09,臺北捷運臺大醫院站,台北市,中正區,公園路52號,25.041297,121.515967,02-21812345
臺北捷運中山站G16,B1大廳層,台北市,大同區,南京西路55號,25.052654,121.520331,25505600#3636
台北市立興福國民中學,健康中心旁,台北市,文山區,福興路80號,25.004723,121.549950,29322024分機331
國立臺北教育大學,體育館一樓體育室門口,台北市,大安區,和平東路2段134號,25.022729,121.545103,02-27374154
桃園捷運A1台北車站,B1預辦登機層旅客穿廊走道(非付費區)(非付費區),台北市,中正區,鄭州路8號,25.049258,121.512276,(03)283-8888分機71165
台北市東湖國小,學校前川堂活動室,台北市,內湖區,東湖路115號,25.069160,121.616068,26332932
太平洋崇光百貨股份有限公司天母分公司,SOGO天母店1樓北大門旁,台北市,士林區,中山北路6段77號,25.104647,121.524512,(02)28345000#5272
臺北市內湖區麗湖國民小學,3樓游泳池,台北市,內湖區,金湖路363巷8號,25.072992,121.601146,26343888-199
臺北捷運松山機場站BR13,捷運松山機場站地下二樓大廳層,台北市,松山區,敦化北路338號,25.063039,121.551919,(02)87975345
誠品生活信義店,2F書店讀者服務中心,台北市,信義區,松高路11號,25.039357,121.565856,(02)87893388#2322
誠品生活股份有限公司武昌店,誠品武昌店4F服務台旁,台北市,萬華區,武昌街2段77號,25.045170,121.505568,02-23813838#2843
誠品敦南店,誠品敦南店2樓,台北市,大安區,敦化南路1段245號,25.039134,121.549532,27755977*527
臺北捷運石牌站R19,捷運石牌站一樓大廳,台北市,北投區,石牌路1段200號,25.114523,121.515559,25505600轉4338
臺北巿松山運動中心,一樓大廳,台北市,松山區,敦化北路1號,25.048607,121.550231,02-66176789
水美溫泉浴室企業股份有限公司,大廳右方,台北市,北投區,光明路224號,25.136189,121.505068,0960-022800
臺北市私立十信高級中學,教學大樓保健室內,台北市,北投區,北投路二段55號,25.133393,121.496890,0953177662
保證責任臺北市台北地下街場地利用合作社,Y8出入口旁,台北市,中正區,市民大道一段100號B1,25.048463,121.516715,02-25594566分機508
保證責任臺北市台北地下街場地利用合作社,"Y22出入口(封閉中), 33店旁, 近Y21出入口",台北市,中正區,市民大道一段100號B1,25.049573,121.512517,02-25594566分機508
保證責任臺北市台北地下街場地利用合作社,Y3出入口廁所,台北市,中正區,市民大道一段100號B1行政中心,25.048617,121.517514,02-25594566分機508
芝山巖惠濟宮,芝山巖惠濟宮聖母殿,台北市,士林區,至誠路一段326巷26號,25.103178,121.530618,02-28315656
臺北市立圖書館三民分館,5樓資訊檢索區,台北市,松山區,民生東路5段163-1號5樓,25.059315,121.562908,27600408
台北文華東方酒店,6F SPA 辦公室,台北市,松山區,敦化北路158號,25.055711,121.548110,02-2715-6888 ext. 1901 - 2
哈拉數位影城,四樓大廳中間,台北市,內湖區,康寧路3段72號,25.069820,121.611421,26322693#325
臺北市立大學博愛校區,公誠樓地下2樓游泳池櫃台對面,台北市,中正區,愛國西路1號,25.035984,121.514400,23113040
臺北市立圖書館大同分館,一樓入口處右側，服務台旁,台北市,大同區,重慶北路3段318號,25.074304,121.513555,02-25943236
臺北捷運台北車站R10,捷運淡水線台北車站B3層1號詢問處旁(付費區),台北市,中正區,忠孝西路1段49號,25.046230,121.517646,02-21812345
臺北捷運奇岩站R21,捷運奇岩站一樓大廳,台北市,北投區,三合街2段489號,25.125543,121.501021,25505600轉4338
臺北捷運景美站G05,地下1樓大廳層詢問處附近,台北市,文山區,羅斯福路6段393號B1,24.992807,121.540836,0910690176
臺北捷運行天宮站O09,臺北捷運行天宮站O09,台北市,中山區,松江路316號,25.059759,121.533095,(02)25505600轉7920
臺北捷運麟光站BR06,捷運麟光站1樓大廳,台北市,大安區,和平東路3段410號,25.018535,121.558791,(02)27828660#3039
臺北捷運中正紀念堂站R08,臺北捷運中正紀念堂站,台北市,中正區,中正區羅斯福路1段8-1號,25.032755,121.518220,02-21812345
臺北捷運北投站R22,北投站付費大廳詢問處旁,台北市,北投區,台北市北投區光明路1號,25.131956,121.498645,25505600轉4338
臺北捷運雙連站R12,捷運淡水線雙連站B1大廳層南非付費區通道,台北市,大同區,民生西路47號,25.057779,121.520661,02-21812345
臺北捷運大直站BR14,詢問處附近,台北市,中山區,北安路534-1號,25.079497,121.546844,(02)87975345
臺北捷運圓山站R14,捷運淡水線圓山站1F大廳層詢問處對面靠近親子廁所(付費區),台北市,大同區,酒泉街9之1號,25.071353,121.520118,02-21812345
臺北捷運萬芳社區站BR03,捷運萬芳社區站1樓大廳,台北市,文山區,萬芳路60號,24.998605,121.568058,(02)27828660#3039
臺北捷運南港展覽館站BL23,西側大廳,台北市,南港區,研究院路1段1號B1,25.055288,121.617440,02-2550-5600#6108
臺北捷運東湖站BR22,主詢問處附近,台北市,內湖區,康寧路3段235號,25.067274,121.611483,(02)87975345
台灣高速鐵路(股)公司-台北車站,二月台站務室北側柱面,台北市,中正區,北平西路3號,25.047916,121.517002,03-2623000ext29119
